title,description,price,pagecount,publisher,writer,artist,coverartist,productcode,upc,color,format
Justice League TP Vol 08 Darkseid War Part 2,"(W) Geoff Johns (A) Jason Fabok, Francis Manapul (CA) Jason Fabok Darkseid is dead! And with the Lord of Apokolips slain by the Anti-Monitor, the Justice League has inherited the powers of gods! Batman, Superman, The Flash, Shazam and Green Lantern have been transformed into omnipotent deities-but will this new power help them in the battle against evil, or twist their personalities? Find out in these tales from JUSTICE LEAGUE #45-50 and the JUSTICE LEAGUE: DARKSEID WAR #1 special!",9.85,200.0,DC,Geoff Johns,Jason Fabok,Jason Fabok,SEP160347,9781401265397,Full Color,Softcover
Justice League TP Vol 05 Forever Heroes (N52),"(W) Geoff Johns (A) Ivan Reis & Various (CA) Ivan Reis, Joe Prado In these tales from JUSTICE LEAGUE #24-29, the Crime Syndicate hunts down the few heroes foolish enough to challenge them - including Dick Grayson! But Owlman has other plans for Nightwing...and Ultraman!",8.69,168.0,DC,Geoff Johns,Ivan Reis,Ivan Reis,DEC140382,9781401254193,Full Color,Softcover
Justice League Dark Vol 04 A Costly Trick of Magic TP,"(W) Ram V, James Tynion IV (A) Various (CA) Kyle Hotz Welcome to the Other Place, where the Upside-Down Man rules, and where the odds are bleakly stacked in his favor. As Justice League Dark descends, Wonder Woman taps into the darkest recesses of her power, and Zatanna has more than just cards up her sleeve. With the team in turmoil, Detective Chimp, Doctor Fate, and Man-Bat will do anything to save their teammates?even turn to the man they swore never to trust again: John Constantine! And while Zatanna may have a spell to ensure victory?there?s always a price. Collects Justice League Dark #20-28.",11.59,,DC,James Tynion Iv Ram V,Various,Kyle Hotz,OCT207143,9781779507143,Full Color,Softcover
Joker HC,"In the all-new, hardcover original graphic novel JOKER, writer Brian Azzarello (100 BULLETS) and artist Lee Bermejo (HELLBLAZER covers) - the creative team behind the acclaimed miniseries LEX LUTHOR: MAN OF STEEL - show an even darker and more disturbing side to the most dangerous man in Gotham: The Joker. After yet another stint in Arkham Asylum, The Joker finds 'his city' divided among mobsters and costumed villains. Not content to settle for a piece of the pie, The Joker vows to take back the whole damn enchilada by any means necessary. Look for appearances by a slew of Gotham's most wanted, including gritty takes on Two-Face, Riddler, Killer Croc, Penguin, Harley Quinn and even Batman! Not since THE KILLING JOKE have you seen such a powerful tale of The Joker - you won't want to miss this one!",11.59,128.0,DC,Brian Azzarello,Lee Bermejo & Mick Gray,Lee Bermejo,JUL080124,9781401215811,Color,Hardcover
House of Whispers TP Vol 01 the Power Divided (MR),"(W) Nalo Hopkinson, Others (A) Dominike Domo Stanton, Others (CA) Sean Andrew Murray From her bayou, Erzulie scries upon the mortal realm and sees four human girls open a mysterious and magical journal filled with whispers and rumors that, if they spread, could cause a pandemic unlike any the Earth has seen, with the power to release Sopona, the loa lord of infectious disease and cousin to Erzulie, who is currently banned from the human plane. Meanwhile, a mysterious infection doctors are calling 'Cotard's Delusion' spreads, trapping countless souls in the Dreaming and leaving their physical bodies yearning for death. Issues #1-6 of the new series from DC Vertigo are collected here, along with THE SANDMAN UNIVERSE SPECIAL #1. MATURE READERS",9.85,200.0,DC,Nalo Hopkinson,"Dominike ""Domo Stanton",Sean Andrew Murray,APR190546,9781401291358,Color,Softcover
Justice League TP Vol 04 the Grid (N52),"These amazing tales from JUSTICE LEAGUE #18-20 and 22-23 lead into 'Trinity War,' and spotlight Cyborg, Batman, Superman and Wonder Woman! Plus: Learn the secret behind Pandora's Box!",9.85,176.0,DC,Geoff Johns,Various Ivan Reis,Joe Prado Ivan Reis,JUN140272,9781401250089,Color,Unknown
Joker Harley Criminal Sanity #4 (Of 9) (MR),"When murder is your art, it's not enough to leave behind a body-the only true satisfaction lies in creating a display worthy of your genius. But elaborate crime scenes also lend themselves to analysis. While the GCPD might not find all the clues, forensic psychiatrist and profiler Harley Quinn is getting closer to the truth?and the killer.",3.47,32.0,DC,Unknown,Unknown,Unknown,FEB200460,76194136093500411,Color And Black & Wh,Softcover
Justice League TP Vol 04 the Sixth Dimension,"The Justice League has the map to the Sixth Dimension in hand-and with it, they have the key to saving the Multiverse from utter destruction! Meanwhile, Superman is trapped on a world with no light and hundreds of dead Supermen! The Multiverse is teetering on the brink, and Lex Luthor's Legion of Doom is poised for victory. The final form of Perpetua takes shape, and the DCU will never be the same again! Collects issues #19-28.",14.49,144.0,DC,Robin Snyder,Jorge Jimenez,Jorge Jimenez,AUG190669,9781779501684,Color,Softcover
Justice League Darkseid War Power of the Gods TP,"(W) Peter J. Tomasi, Francis Manapul (A) Fernando Pasarin & Various (CA) Francis Manapul The world's greatest heroes have gained the powers of the New Gods-but how will they handle them? And how will this affect the winds of war? Find out in these stories from the JUSTICE LEAGUE: DARKSEID WAR one-shots starring Batman, The Flash, Green Lantern, Superman, Lex Luthor and Shazam!",9.85,144.0,DC,Peter J. Tomasi,Fernando Pasarin,Francis Manapul,AUG160331,9781401265243,Full Color,Softcover
Joker His Greatest Jokes TP,"(W) Bill Finger & Various (A) Bob Kane & Various (CA) Jim Lee, Scott Williams They don't call him the Crown Prince of Crime for nothing! Just in time for the upcoming Warner Bros. movie Joker, DC serves up a new helping of The Joker's best capers from the pages of Batman #8, 67, 145, 260, 353 and #366; Detective Comics #388 and #833-834; The Spectre #51; and Batman: Prelude to the Wedding: Harley Quinn vs. The Joker #1.",11.59,208.0,DC,Bill Finger,Bob Kane,Jim Lee,JUN190604,9781401294410,Color,Softcover
House of Mystery the Bronze Age Omnibus HC Vol 02,"More classic tales of the weird and otherworldly are gathered for the first time in a handsome hardcover edition. House of Mystery: The Bronze Age Omnibus Vol. 2 collects issues #201-226 of the acclaimed series and features scarily sublime work from a horde of comics' greatest artists, including Bernie Wrightson, Michael Wm. Kaluta, Sergio Aragon?s, Alex Ni?o and some of the earliest published work by Jim Starlin, creator of Thanos.",75.0,,DC,Unknown,Unknown,Unknown,JUL190647,9781401299477,Full Color,Hardcover
Harley Quinn TP Vol 02 Power Outage,"(W) Amanda Conner, Jimmy Palmiotti (A) Amanda Conner & Various (CA) Amanda Conner The first rule of Skate Club is...you do not mess with the Mistress of Mayhem! Harley stumbles across an underground fight club where big money equals big body counts! She's in...and she's making Sy Borgman her agent. Plus, what would happen if the demented Clown Princess of Crime visited the most popular comic-con out there? Collects HARLEY QUINN #9-13, HARLEY QUINN: FUTURES END #1, a story from SECRET ORIGINS #4 and the star-studded HARLEY QUINN INVADES COMIC-CON INTERNATIONAL: SAN DIEGO #1!",9.85,208.0,DC,Amanda Conner,Amanda Conner,Amanda Conner,SEP150302,9781401257637,Full Color,Softcover
House of El Book One the Shadow Threat TP,"(W) Claudia Gray (A/CA) Eric Zawadzki A brand-new vision of one of comics most famous tragedies?the first of a trilogy of young adult graphic novels by New York Times bestselling writer Claudia Gray and illustrator Eric Zawadzki!<p>Explore Krypton like never before: through the eyes of two teenagers on opposite sides of the same extinction-level event. Zahn is one of Krypton?s elites: wealthy, privileged, a future leader. Sera is one of Krypton?s soldiers: strong, dedicated, fearless. Their rule-bound society has ordained that their paths should never cross. But groundquakes are shaking the planet?s surface. Rebellious uprisings are shaking the populace. Krypton?s top scientists, Jor-El and Lara, conduct a secret experiment that is meant to reform their planet from the cellular level up.<p>Zahn and Sera must join forces to investigate the hidden dangers truly threatening Krypton. In the process, they form a bond that will endure past the end of the world...",9.85,,DC,Claudia Gray,Eric Zawadzki,Eric Zawadzki,SEP207046,9781401291129,Full Color,Softcover
Harley Quinn TP Vol 03 Kiss Kiss Bang Stab,"(W) Amanda Conner, Jimmy Palmiotti (A) Chad Hardin & Various (CA) Amanda Conner Harley was certain she could have it all. She could be the world's best landlord, protect Coney Island from the scum of the earth, woo Mason Macabre, work her day job as a psychiatrist, volunteer at the puppy shelter...but that's a lot of spinning plates, and eventually they're bound to start breaking! What happens when a psychopath cracks up? Is it possible for Harley to go even more insane?! Don't miss this big helping of Harley from HARLEY QUINN #14-16, ANNUAL #1, VALENTINE'S DAY SPECIAL #1, and HOLIDAY SPECIAL #1!",9.85,176.0,DC,Amanda Conner,Chad Hardin,Amanda Conner,MAR160265,9781401262525,Full Color,Softcover
Harley Quinn TP Vol 01 Harley Vs Apokolips,"(W) Sam Humphries, Christopher Sebela (A) John Timms & Various (CA) Guillem March New series writer Sam Humphries' run on HARLEY QUINN begins here! While on a tropical vacation, Harley Quinn is kidnapped by two Female Furies from Apokolips-and they're making her an offer she can't refuse: join the Furies, get super- powers and do anything she wants! It's a sweet deal, and all Harley has to do in return is hunt down rogue Fury Petite Tina. The bad news: Petite Tina is anything but petite! Hope that hammer got an upgrade, Harley. Collects Harley Quinn #43-49.",9.85,,DC,Sam Humphries,John Timms,Guillem March,SEP180583,9781401285074,Color,Softcover
Harley Quinn Preludes and Knock Knock Jokes TP,The Joker's lovable partner in crime takes the spotlight in this new paperback edition collecting HARLEY QUINN #1-7. Don't miss these beautifully illustrated tales of lunacy!,11.59,192.0,DC,Karl Kesel,Terry & Rachel Dodson,Terry & Rachel Dodson,SEP080168,9781401216573,Color,Softcover
Harley Quinn TP Vol 02 Harley Destroys the Universe,"(W) Sam Humphries (A) Sami Basri & Various (CA) Guillem March Harley Quinn has a tough road ahead: travel through time and space to fix all the continuity errors she's created in her many misadventures. Luckily, she'll have help, because riding shotgun is none other than special guest star Jonni DC, Continuity Cop! Good thing, too, because if Harley fails, it means her own mom will be lost forever. Hey, that sounds more painful than funny! Learn more in these tales from HARLEY QUINN #50-54.",9.85,160.0,DC,Sam Humphries,Sami Basri,Guillem March,DEC180650,9781401288099,Color,Softcover
Harley Quinn HC Vol 05 the Jokers Last Laugh,"(W) Amanda Conner, Jimmy Palmiotti (A) Amanda Conner, Chad Hardin (CA) Amanda Conner At last, Harley Quinn and The Joker come face-to-face in these stories from issues #22-25! Harley's got an endangered friend to save, but there's just one problem: she's got to get through Arkham Asylum first! Unsurprisingly, Harley's not eager to set foot in the site of some of her darkest hours...and she definitely isn't ready to face a certain someone who's laughing at the end of a dark hallway. The life of Harley's new love, Mason Macabre, is in The Joker's hands...but can he or Harley survive another round of The Joker's twisted mind games? Plus: for the first time in book form, it's the story previously available only to Loot Crate subscribers! In this story featuring art by Amanda Conner, Harley finds a genie in a bottle-and redefines the phrase 'be careful what you wish for'!",12.5,144.0,DC,Amanda Conner,Amanda Conner,Amanda Conner,MAY160311D,9781401269289,Full Color,Hardcover
Harley Quinn TP Vol 01 Die Laughing (Rebirth),"(W) Amanda Conner, Jimmy Palmiotti (A) Chad Hardin, John Timms (CA) Amanda Conner Welcome back to Harley Quinn's crazy world on Coney Island?now get ready to wave goodbye, because everyone there just might get eaten alive! Harley's gotta protect her neighborhood against an all-out zombie apocalypse! Break out the chainsaws, everybody! Then, Harley must set out on a journey that will take her around the world-and into the clutches of a bizarre robotic enemy! And Harley carves her way through the rock underground of New York City, looking for the criminals who hurt someone she cared about?unfortunately, one of the crooks in question has fallen in love with her. Collects issues #1-7.",9.85,168.0,DC,Amanda Conner,Chad Hardin,Amanda Conner,DEC160373,9781401268312,Full Color,Softcover
Harley Quinn TP Vol 01 Hot In the City (N52),"(W) Amanda Conner, Jimmy Palmiotti (A) Amanda Conner & Various (CA) Amanda Conner The sensational series that gave Harley Quinn her own New 52 spotlight is collected from the star-studded #0 issue to issue #8! Don't miss Harley's big move to Coney Island as she becomes a roller derby queen - all while she carries on in her criminal career!",9.85,224.0,DC,Amanda Conner,Amanda Conner,Amanda Conner,JAN150369,9781401254155,Full Color,Softcover
Heroes In Crisis TP,"(W) Tom King (A) Various (CA) Clay Mann There?s a new kind of crisis threatening the heroes of the DC Universe, ripped from real-world headlines by CIA operative turned comics writer Tom King: How does a superhero handle PTSD?Welcome to Sanctuary, an ultra-secret hospital for superheroes who?ve been traumatized by crime-fighting and cosmic combat. But something goes inexplicably wrong when many patients wind up dead, with two well-known operators as the prime suspects: Harley Quinn and Booster Gold! It?s up to the DC Trinity of Superman, Wonder Woman, and Batman to investigate?but can they get the job done in the face of overwhelming opposition? This collected edition features the entire nine-issue miniseries!",11.59,,DC,Tom King,Various,Clay Mann,AUG207137,9781779503039,Full Color,Softcover
Harley Quinn & Suicide Squad an Adult Coloring Book TP,"DC's Leading Lady is here, leading the Suicide Squad right off the pages and into your heart. Color some of the greatest Harley covers and splash pages--but don't forget about Killer Croc, or Enchantress, or Katana, or Deadshot, or Captain Boomerang...",9.27,96.0,DC,Unknown,Unknown,Unknown,MAY160307,9781401270056,Black & White,Softcover
Fables TP Vol 01 Legends In Exile New Ed (MR),"It's a new edition of the classic first FABLES collection featuring issues #1-5 of the awardwinning series, with updated trade dress! This first FABLES volume introduces Fabletown, and the murder mystery of Snow White's party-girl sister, Rose Red. It's up to Bigby, Fabletown's sheriff, and a reformed and pardoned Big Bad Wolf, to determine if the culprit is Bluebeard, Rose's ex-lover and notorious wife killer, or Jack, her current live-in boyfriend and former beanstalk-climber. This new edition features a brand-new painted cover by Mark Buckingham, as well as the short FABLES comic from PETER & MAX, presented here for the first time in color!",7.53,144.0,DC,Bill Willingham,Various Lan Medina,Mark Buckingham,FEB120285,9781401237554,Color,Softcover
Harley Quinn HC Vol 03 Kiss Kiss Bang Stab,"(W) Amanda Conner, Jimmy Palmiotti (A) Chad Hardin & Various (CA) Amanda Conner Harley was certain she could have it all. She could be the world's best landlord, protect Coney Island from the scum of the Earth, woo Mason Macabre, work her day job as a psychiatrist, volunteer at the puppy shelter...but that's a lot of spinning plates, and eventually they're bound to start breaking! What happens when a psychopath cracks up? Is it possible for Harley to go even more insane?! Don't miss this big helping of Harley from HARLEY QUINN #14-16, ANNUAL #1, VALENTINE'S DAY SPECIAL #1, and HOLIDAY SPECIAL #1!",14.49,200.0,DC,Amanda Conner,Chad Hardin,Amanda Conner,AUG150272,9781401257644,Full Color,Hardcover
Harley Quinn TP Vol 03 the Trials of Harley Quinn,"Harley Quinn has the cosmic opportunity of a lifetime-becoming the 'Galactic Angel of Retribution' for the Lords of Chaos and Order! But to prove herself worthy, she must survive six suitably bizarre trials, including teaming up with Batman, getting turned into a giant bug, fighting space aliens, and surviving Gotham City after its transformation into a deadly medieval fantasy RPG. Collects issues #55 and 57-63.",11.59,208.0,DC,Sam Humphries,John Timms,Guillem March,JUL190643,9781401291914,Color,Softcover
Harley Quinn and the Birds of Prey the Hunt for Harley HC (MR),"(W) Amanda Conner - Jimmy Palmiotti (A/CA) Amanda Conner The creative team that transformed Harley Quinn forever returns to shake up her world once more?and this time, the gloves are off! Harley Quinn has avoided Gotham City ever since she broke up with The Joker and found a home in Coney Island. But when she gets an offer she can?t refuse, she has no choice but to slip back into the city as quietly as she can, hoping to be gone before anyone?especially her ex?learns she?s been there. But for Harley, ?as quietly as she can? is plenty loud...and before she can say ?Holee bounty hunters, Batman,? The Joker?s sicced every super-villain in the city on her pretty ombr? head?and the only team tough enough (or crazy enough) to come to her defense is the Birds of Prey?if they can put up with her. Collects Harley Quinn & the Birds of Prey #1-4.",14.49,,DC,Amanda Conner - Jimmy Palmiotti,Amanda Conner,Amanda Conner,NOV207080,9781779504494,Full Color,Hardcover
Fables the Wolf Among Us TP Vol 02 (MR),"(W) Matthew Sturges, Dave Justus (A) Eric Nguyen, Stephen Sadowski (CA) Chrissie Zullo Beatings and bullets won't stop Bigby as the hunt for the killer leads him to back rooms, secret passageways and clues he'll only find by taking a good, hard look in the mirror. Plus, the origin of Bloody Mary, and the Crooked Man's rise to power. Collects issues #8-16.",11.59,288.0,DC,Matthew Sturges,Eric Nguyen,Chrissie Zullo,MAR160290,9781401261375,Full Color,Softcover
Deathstroke the Terminator TP Vol 02 Sympathy,"(W) Marv Wolfman, Dan Jurgens (A) Art Nichols & Various (CA) Mike Zeck In this new collection of stories from issues #10-13, ANNUAL #1 and SUPERMAN #68, Deathstroke must train the new Vigilante while he recovers from his own recent injuries. Plus, after being captured by Superman, Deathstroke must escape the Justice League of America.",8.69,192.0,DC,Marv Wolfman,Art Nichols,Mike Zeck,SEP150293,9781401258429,Full Color,Softcover
Fables the Wolf Among Us TP Vol 01 (MR),"(W) Matthew Sturges, Dave Justus (A) Stephen Sadowski & Various (CA) Chrissie Zullo Before the first issue of FABLES, there were stories to be told and lives hanging in the balance! When Bigby Wolf, sheriff of Fabletown, learns that his old nemesis the Woodsman was part of a domestic disturbance, things go downhill fast. How will Bigby and Snow White crack the case when they get caught up in a grisly murder mystery? Collecting issues #1-8 of the new series!",11.59,224.0,DC,Matthew Sturges,Stephen Sadowski,Chrissie Zullo,JUL150340,9781401256845,Full Color,Softcover
Harley Quinn A Celebration of 25 Years HC,"(W) Paul Dini & Various (A) Bruce Timm & Various (CA) Amanda Conner Twenty-five years? Seriously? Okay, yes, it's true: It's been a quarter of a century since Dr. Harleen Quinzel showed up and stole our hearts, our wallets and our dignity. Celebrate 25 years of Harley in this new hardcover that guest stars The Joker, Batman, Poison Ivy and many more!",23.19,400.0,DC,Paul Dini,Bruce Timm,Amanda Conner,JUN170403,9781401275990,Full Color,Hardcover
Deathstroke Rip TP,"It's the conclusion of Christopher Priest's acclaimed Deathstroke run - and it starts with Slade Wilson's murder! In the wake of his father's apparent demise, Jericho accepts Lex Luthor's offer of power, leading to all-out sibling war between Jericho and Rose Wilson! When Slade wakes, he seeks to take that power for his own, leading to a confrontation between father and son! Is there any humanity left in Jericho? And can Deathstroke defeat his ultimate enemy - himself? Collects Deathstroke #44-50.",11.59,200.0,DC,Unknown,Unknown,Unknown,APR200665,9781779502759,Full Color,Softcover
Harley Quinn and Power Girl TP,"(W) Amanda Conner, Jimmy Palmiotti (A) St?phane Roux (CA) Amanda Conner It's a cosmic adventure beyond your wildest imaginings: Power Girl and Harley Quinn, stranded in a forgotten dimension, on the homeworld of the amorous warlord Vartox! They'll sacrifice anything they have to in order to get home...except their dignity! Kidding! That'll be the first thing to go. Collecting the 6-issue miniseries!",8.69,152.0,DC,Amanda Conner,St?Phane Roux,Amanda Conner,DEC150324,9781401259747,Color,Softcover
Deathstroke Book and Mask Set,"(W) Tony S. Daniel (A) Tony S. Daniel, Sandu Florea (CA) Tony S. Daniel The latest book and mask set stars classic DC villain Deathstroke, and features a PVC mask plus DEATHSTROKE VOL. 1: GODS OF WAR TP, collecting issues #1-6 of the new, hit series!",17.39,144.0,DC,Tony S. Daniel,Tony S. Daniel,Tony S. Daniel,JUN150300,9781401259983,Full Color,Softcover
Death of Superman the Wake TP,"First time in print! Revisit the story that rocked the world in this thriller that explores what happened before, during and after the battle with Doomsday that cost Superman his life! First, the Man of Steel must save an astronaut when a meteor crashes into a space shuttle, then stand between Major Lane and Metallo! Featuring additional chapters following the path of Jimmy Olsen in those fateful hours, plus the aftermath of the loss of a true hero. Collects the 2018 digital series THE DEATH OF SUPERMAN chapters #1-12.",9.85,144.0,DC,Louise Simonson,Cat Staggs,Jerry Ordway,AUG190658,9781779501134,Color,Softcover
Dear Justice League TP,"(W) Michael Northrop (A) Gustavo Durate The greatest heroes in the DC Universe, the Justice League of America, answer mail from their biggest fans-kids!-courtesy of Michael Northrop, New York Times bestselling author of TombQuest, and artist Gustavo Duarte (BIZARRO). Does Superman ever make mistakes? What was Wonder Woman's 11th birthday like? Does Aquaman smell like fish? In this new middle grade graphic novel, iconic heroes are asked questions both big and small, and when they are not busy saving the world, the Justice League even finds time to respond. Their honest and humorous answers will surprise and delight readers of any age, as it turns out that being a superhero is not too different from being a kid. Full of feats, follies, and colorful illustrations, Dear Justice League gives readers the inside scoop on everyday heroics, no matter who wears the cape!",5.79,136.0,DC,Michael Northrop,Gustavo Durate,Gustavo Durate,MAR190470,9781401284138,Color,Softcover
DC Graphic Novels for Kids Box Set,"(W) Michael Northrop & Various (A) Gustavo Duarte & Various Four of DC's acclaimed graphic novels for kids are collected in one brand-new box set! Dear Justice League shows the World's Greatest Heroes answering fan letters while fighting for justice. Superman of Smallville is about Clark Kent's efforts to become a hero while still living in his midwest home. Black Canary: Ignite stars 13-year-old Dinah Lance, determined to win a battle of the bands while discovering her own heroic destiny. The Secret Spiral of Swamp Kid is about Russell Weinwright, who's trying to learn why he's half kid and half swamp creature.",23.19,,DC,Unknown,Unknown,Unknown,MAR200672,9781779507044,Full Color,Softcover
DC Graphic Novels for Young Adults Box Set,"(W) Danielle Paige & Various (A) Stephen Byrne & Various Three of DC's acclaimed graphic novels for young adults are collected in one brand-new box set! Mera: Tidebreaker explores duty, love, heroism, and freedom through the eyes of undersea royalty. Under the Moon: A Catwoman Tale explores the story of a teenage Catwoman, as she struggles to find her own identity while living on the streets of Gotham. Harley Quinn: Breaking Glass is a tale about choices, consequences, and how 15-year-old Harleen Quinzel defines her world for herself.",28.99,,DC,Unknown,Unknown,Unknown,MAR200673,9781779507051,Full Color,Softcover
Death of Superman TP New Ed,"The classic collection returns in a newly recolored edition. Can even Superman stop the unstoppable creature called Doomsday? If the assembled might of the JLA can't do it, what hope does he have? Collects SUPERMAN: THE MAN OF STEEL #18-19, JUSTICE LEAGUE OF AMERICA #69, SUPERMAN #74-75 and ACTION COMICS #684.",8.69,160.0,DC,"Dan Jurgens, Louise Simonson, Roger Stern Jerry Ordway","Tom Grummett, Butch Guice, Dan Jurgens, Others Jon Bodganove",Jerry Ordway Dan Jurgens,OCT120269,9781401241827,Color,Softcover
Fables Deluxe Edition HC Vol 12 (MR),"(W) Bill Willingham (A) Mark Buckingham, Steve Leialoha (CA) Dan Dos Santos In these stories from issues #101-113, Mister Dark has risen again, more powerful than ever. The Fables are down to their last defenses-looks like it's time for Super Fables! But what happens when the tights and capes are stored away? Bigby and Snow White's cubs try to move forward after learning a hard lesson about life and death.",17.39,320.0,DC,Bill Willingham,Mark Buckingham,Dan Dos Santos,JAN160352,9781401261382,Full Color,Hardcover
DC Goes to War HC,"Catch a glimpse of what it was like to live through two World Wars through the eyes of characters including Sgt. Rock, Enemy Ace, the Boy Commandos, Blackhawk, and many others. From tales of rebellion to surviving the battlefield, this title collects some of the greatest war stories of their time. Collects Sgt. Rock Special #2, Enemy Ace: War in Heaven #1-2, Showcase #57, Our Army at War #67, #83, #233, and #235, Boy Commandos #1, Star Spangled War Stories #87 and #183, All-American Comics #48, Weird War Tales #3 (1972), G.I. Combat #87, Our Fighting Forces #49 and #102, The Losers Special #1, and Military Comics #1.",23.19,352.0,DC,Unknown,Unknown,Unknown,FEB200554,9781779500151,Full Color,Hardcover
DC First Issue Special HC,"DC collects the 1970s series that introduced one new concept after another-as well as reintroducing several DC favorites! Over the course of 13 issues, 1st Issue Special shined a spotlight on Atlas, Manhunter, Warlord, Lady Cop, and even the Dingbats of Danger Street-as well as giving the Creeper, Doctor Fate, and the New Gods their shots at comebacks! Collects 1st Issue Special #1-13.",23.19,272.0,DC,Jack Kirby And Various,Jack Kirby And Varius,Unknown,JAN200647,978177950177653999,Fc,Hardcover
DC Elseworlds Justice League TP Vol 01,"The Justice League in the Wild West? A world where Supergirl and Batgirl protect Metropolis and Gotham City? Wonder Woman fighting Jack the Ripper in Victorian England? In Elseworlds, anything is possible. This new title collects LEAGUE OF JUSTICE #1-2, JUSTICE RIDERS #1, ELSEWORLD'S FINEST #1-2, ELSEWORLD'S FINEST: SUPERGIRL & BATGIRL #1, TITANS: SCISSORS PAPER STONE #1 and WONDER WOMAN: AMAZONIA #1.",20.29,424.0,DC,Unknown,Unknown,Unknown,APR160395,9781401263775,Full Color,Softcover
DC Comics the Astonishing Art of Amanda Conner HC,"(W) Amanda Conner & Various (A/CA) Amanda Conner In a sequel to DC Comics: The Sequential Art of Amanda Conner, we present more of the ultra-talented Ms. Conner's comics, including Before Watchmen: Silk Spectre #1-4, Harley Quinn 25th Anniversary Special #1, The Kamandi Challenge #3, Harley Quinn: Be Careful What You Wish For #1, Batman #68, the Supergirl stories from Wednesday Comics #1-12, and more.",23.19,256.0,DC,Unknown,Unknown,Unknown,MAR200634,9781401299521,Full Color,Hardcover
DC Comics the Art of Lee Bermejo HC,"(W) Various (A/CA) Lee Bermejo DC Comics: The Art of Lee Bermejo collects the boldest and most iconic work of celebrated comics artist Lee Bermejo! Known for his incredible and distinctive work on the Joker and Lex Luthor: Man of Steel collaborations with writer Brian Azzarello, Before Watchmen: Rorschach, a long list of powerfully compelling covers, and more, Lee Bermejo?s work speaks for itself!<p>This volume is a beautiful and brilliant showcase of Bermejo?s art and features commentary on some of his favorite titles, essays from fellow comics professional and friends, behind-the-scenes artwork, and an extensive gallery of some of his finest covers.",28.99,,DC,Various,Lee Bermejo,Lee Bermejo,OCT207135,9781779507600,Full Color,Hardcover
Brightest Day TP Vol 02,"Once dead, twelve heroes and villains were resurrected by a white light from deep within the earth. Now, Aquaman, Martian Manhunter, Firestorm, Hawkman, Hawkgirl, Deadman, Jade, Osiris, Hawk, Captain Boomerang and Zoom must discover the mysterious reason behind their return and uncover the secret that binds them all. In this second volume, collecting issues #8-16 of the series, learn whether Deadman is truly destined to wield the White Lantern and who the new Aqualad is. Plus, Firestorm's dueling alter egos take a bizarre journey, while Martian Manhunter returns to Mars to learn about the strange creature that is stalking him.",11.59,240.0,DC,Peter J. Tomasi Geoff Johns,Various Ivan Reis,Scott Williams David Finch,FEB120255,9781401230845,Color,Softcover
Booster Gold Future Lost HC,"The original solo series for Booster Gold, self-serving hero from the future, concludes with this collection of Dan Jurgens's formative mid-'80s stories! Booster finds himself a wanted man, and then lands in the polychromatic sights of the Rainbow Raider! Later, Superman gets in the middle of a battle between Booster Gold and?Booster Gold? Collects Booster Gold #13-25, pages from Millennium #3-6 and #7, Action Comics #594, Secret Origins #35, and more. ON SALE 08.26.20",23.19,400.0,DC,Unknown,Unknown,Unknown,JUN200541,9781779506726,Full Color,Hardcover
Batman Night of the Monster Men TP (Rebirth),"(W) Steve Orlando & Various (A) Riley Rossmo & Various (CA) Riley Rossmo The first crossover of the 'Rebirth' era is here! As a huge storm approaches Gotham City, Batman, Batwoman and Nightwing try and prepare for the worst, but nothing can prepare them for enormous monsters rampaging through the streets! Batman will need all of his allies to unite in order to stop these mad science monsters from tearing their city apart! Will the Dark Knight, Batwoman, Nightwing, Spoiler, Orphan and Clayface be enough? And who is the mastermind behind it all? Collects BATMAN #7-8, NIGHTWING #5-6 and DETECTIVE COMICS #941-942.",9.85,152.0,DC,Steve Orlando,Riley Rossmo,Riley Rossmo,JUL170456,9781401274313,Color,Softcover
Batman Mad Love and Other Stories TP,"Now in trade paperback, this fantastic collection features the origin of Harley Quinn, co-starring The Joker and Poison Ivy. Also included are tales starring The Scarecrow, Ra's al Ghul, Mr. Freeze and Batgirl from BATMAN ADVENTURES ANNUAL #1-2, BATMAN ADVENTURES HOLIDAY SPECIAL, ADVENTURES IN THE DC UNIVERSE #3 and BATMAN BLACK AND WHITE #1.",10.43,208.0,DC,"Bruce Timm, Glenn Murakami Paul Dini","Mike Parobeck, Matt Wagner, Dan Decarlo, Klaus Janson, Glenn Murakami Bruce Timm",Bruce Timm,MAY110240,9781401231156,Full Color,Softcover
Books of Magic Vol 3 Dwelling In Possibility TP (MR),"(W) Kat Howard - David Barnett - Simon Spurrier (A) Tom Fowler - Craig Taillefer (CA) Kai Carpenter John Constantine is back?and, unfortunately for Tim Hunter, he?s convinced the only way the human race can survive is if Tim is taken off the board. But from where Tim?s standing, he?s the only one with the power to save us all. Who?s right? Who?s wrong? And is there room in London for the both of them? That?s just the start of Tim?s troubles?because his evil doppelg?nger has been unleashed on the world! Collects Books of Magic #14-23.",14.49,,DC,Kat Howard - David Barnett - Simon Spurrier,Tom Fowler - Craig Taillefer,Kai Carpenter,NOV207084,978177950300852499,Full Color,Softcover
